zip_code;city;lat;lng;ne_lat;ne_lng;sw_lat;sw_lng
24361;Sande;54.4028;9.74704;54.4402;9.84291;54.3612;9.67777
24869;Dörpstedt;54.429;9.34851;54.4521;9.40768;54.4125;9.29805
24878;Lottorf;54.4459;9.55436;54.475;9.59929;54.43;9.50781
24159;Kiel;54.3965;10.1551;54.4347;10.1923;54.3641;10.116
24214;Waterdiek;54.4069;9.96507;54.4758;10.0757;54.3408;9.86978
24217;Wisch;54.3951;10.3647;54.4358;10.4451;54.3464;10.2917
25885;Wester-Ohrstedt;54.5099;9.23066;54.5601;9.31198;54.4775;9.12991
25882;Tetenbüll;54.3839;8.85218;54.4137;8.90214;54.3424;8.78251
24360;Rögen, Gut;54.498;9.86693;54.5154;9.92277;54.4757;9.81208
24882;Schaalby;54.5438;9.64342;54.5699;9.68721;54.5111;9.58692
24855;Jübek;54.582;9.44056;54.6195;9.48357;54.536;9.35318
18230;Zweedorf;54.1084;11.6744;54.1538;11.7508;54.0395;11.5112
18059;Ziesendorf;54.0327;12.0998;54.0843;12.18;53.9696;11.9966
18273;Güstrow;53.8001;12.216;53.8353;12.2973;53.75;12.1205
19406;Zülow;53.6922;11.8693;53.7699;12.0438;53.5999;11.759
23758;Wangels;54.3161;10.8806;54.378;11.0167;54.2179;10.6989
23769;Westfehmarn;54.4701;11.1329;54.5361;11.3133;54.4012;11.0042
16247;Wucker;53.0054;13.7434;53.0583;13.9518;52.9022;13.6021
17194;Vollrathsruhe;53.5822;12.51;53.6988;12.8898;53.4869;12.3961
17087;Altentreptow;53.6893;13.2437;53.7475;13.3125;53.6508;13.1718
17111;Wotenick;53.8366;13.0117;54.0046;13.2363;53.7308;12.8565
17168;Warnkenhagen;53.8826;12.5868;53.9436;12.7541;53.803;12.4287
17159;Zarnekow;53.9405;12.8698;54.0047;12.9333;53.833;12.7648
17036;Neubrandenburg;53.553;13.328;53.5619;13.3442;53.521;13.2767
17258;Feldberger Seenlandschaft;53.3511;13.4107;53.4116;13.5573;53.2393;13.2118
17255;Wustrow;53.225;12.9702;53.3132;13.1163;53.1626;12.8523
16792;Zehdenick;53.0054;13.3655;53.0812;13.5186;52.909;13.2093
25849;Süderoog;54.5305;8.65657;54.5579;8.73592;54.4595;8.54502
25853;Drelsdorf;54.5882;9.07309;54.6265;9.11986;54.5482;9.01543
24351;Thumby;54.5814;9.92882;54.6175;10.029;54.5536;9.82681
24992;Süderhackstedtfeld;54.6391;9.27524;54.6572;9.32716;54.5909;9.20685
24860;Wellspang;54.6215;9.57061;54.651;9.62622;54.5822;9.4952
25842;Ockholm;54.6879;8.92223;54.7313;9.07402;54.6494;8.7534
25869;Oland;54.6339;8.7167;54.6912;8.7721;54.627;8.66222
24988;Sankelmark;54.7136;9.45603;54.7514;9.48547;54.6742;9.36585
24376;Wormshöft;54.6746;9.94003;54.7385;10.0429;54.6203;9.86998
24405;Thiesholz;54.6764;9.71462;54.698;9.79067;54.6572;9.66404
24975;Maasbüll;54.7496;9.56203;54.7979;9.62722;54.7145;9.4921
18107;Rostock;54.1584;12.0054;54.1747;12.0647;54.1247;11.9765
18299;Weitendorf;53.9081;12.3444;54.0011;12.5138;53.8192;12.1662
18182;Wiethagen;54.1861;12.329;54.2601;12.3743;54.0963;12.1691
19399;Wendisch Waren;53.5839;12.0714;53.6755;12.2536;53.5214;11.937
17166;Teterow;53.75;12.5882;53.8306;12.7037;53.6404;12.4285
17268;Vietmannsdorf;53.1816;13.5479;53.3513;13.9124;52.9873;13.3221
17098;Friedland;53.6757;13.5576;53.7507;13.6618;53.5914;13.4162
17129;Völschow;53.888;13.2455;53.9727;13.3904;53.8072;13.184
17391;Stolpe;53.8395;13.4791;53.918;13.6414;53.7473;13.3442
17392;Spantekow;53.7628;13.5694;53.8449;13.7094;53.6946;13.3896
18513;Wendisch Baggendorf;54.0668;12.9306;54.1401;13.0371;53.9738;12.7417
18516;Süderholz;54.0886;13.1348;54.1497;13.2887;54.0132;12.9612
18465;Tribsees;54.1288;12.7673;54.1775;12.8642;54.054;12.6966
17348;Woldegk;53.4621;13.5938;53.5463;13.708;53.3877;13.3939
17335;Strasburg;53.5642;13.7579;53.6161;13.8195;53.4773;13.6724
25938;Wyk;54.7182;8.5031;54.7559;8.59698;54.6793;8.3945
25946;Wittdün;54.647;8.336;54.7133;8.40204;54.6094;8.29011
24972;Steinbergkirche;54.7781;9.75944;54.8066;9.83285;54.7336;9.69052
24939;Flensburg;54.8023;9.42128;54.8243;9.43763;54.7827;9.40401
25917;Tinningstedt;54.7699;9.01126;54.8263;9.11989;54.6937;8.91228
24994;Weesby;54.8114;9.19547;54.874;9.25007;54.7809;9.07685
25927;Neukirchen;54.8764;8.76898;54.9068;8.84895;54.839;8.69051
18258;Wiendorf;53.933;12.1024;54.0014;12.1894;53.86;11.9793
17179;Wasdow;53.9602;12.6872;54.0522;12.8267;53.858;12.5007
18317;Saal;54.3003;12.5104;54.3564;12.5642;54.2697;12.4672
18195;Zarnewanz;54.0282;12.4636;54.0975;12.6698;53.9498;12.3352
17389;Anklam;53.8393;13.6729;53.8749;13.8159;53.7808;13.6319
17495;Züssow;53.9983;13.5431;54.045;13.6843;53.9302;13.4188
17498;Weitenhagen;54.0559;13.3289;54.1936;13.5386;53.9743;13.2158
17379;Wilhelmsburg;53.6561;13.8213;53.7556;13.9693;53.5615;13.6968
18469;Velgast;54.2676;12.8176;54.323;12.9286;54.2183;12.7011
18439;Stralsund;54.2612;13.1305;54.3189;13.1784;54.2449;13.0792
18337;Marlow;54.1612;12.4616;54.2323;12.6242;54.0843;12.3511
17358;Torgelow-Holländerei;53.6223;14.0136;53.6987;14.1124;53.5597;13.9396
17291;Ziemkendorf;53.3194;13.8725;53.435;14.1747;53.1387;13.5163
18209;Wittenbeck;54.0995;11.8761;54.1489;11.9966;54.0499;11.7731
18374;Zingst;54.4316;12.791;54.4461;12.9405;54.4074;12.6321
17438;Wolgast;54.0564;13.7599;54.0849;13.8273;54.0313;13.7267
18510;Zarrendorf;54.1775;13.0328;54.2466;13.1381;54.1193;12.9123
18574;Zudar;54.3011;13.3212;54.3799;13.4242;54.2208;13.1383
17309;Züsedom;53.5026;13.9995;53.6201;14.2076;53.4112;13.7996
18581;Strachtitz;54.3503;13.4768;54.3932;13.5955;54.2994;13.3683
18569;Ummanz;54.5083;13.261;54.5807;13.4023;54.4034;13.1209
17322;Rossow;53.4989;14.3043;53.5809;14.3914;53.3531;14.0638
17326;Brüssow;53.3978;14.1378;53.443;14.2416;53.3224;14.0515
17328;Wollin;53.3004;14.215;53.3434;14.3185;53.2487;14.0992
18565;Vitte;54.5505;13.1057;54.6058;13.1571;54.4573;13.0606
17406;Usedom;53.8942;13.961;53.9943;14.0364;53.8403;13.8234
18445;Prohn;54.3754;12.9507;54.4396;13.0936;54.3141;12.8784
18609;Ostseebad Binz;54.3931;13.6381;54.4747;13.6766;54.3669;13.5244
17375;Vogelsang-Warsin;53.7154;14.1598;53.7981;14.317;53.5743;13.8259
18546;Sassnitz;54.5329;13.6356;54.5812;13.6814;54.4733;13.5249
18519;Wilmshagen;54.1728;13.1762;54.2661;13.3208;54.1168;13.0836
16307;Tantow;53.2369;14.3741;53.33;14.4502;53.126;14.2613
16303;Schwedt;53.0719;14.2863;53.1865;14.3821;52.9866;14.1302
17419;Zirchow;53.8968;14.1254;53.9508;14.2262;53.8671;13.9941
18556;Wiek;54.6439;13.3454;54.6849;13.4387;54.5578;13.1599
34513;Waldeck;51.2282;9.04982;51.3141;9.13062;51.1721;8.94135
39517;Wenddorf;52.4394;11.7529;52.5406;12.0028;52.33;11.5384
39596;Staffelde;52.6824;11.9188;52.7924;12.0419;52.5927;11.8338
47589;Uedem;51.6738;6.28436;51.7151;6.38088;51.6361;6.21147
27446;Selsingen;53.3997;9.25824;53.4718;9.37527;53.3293;9.06409
14822;Trebitz;52.2004;12.7927;52.3044;12.9032;52.0873;12.6302
15528;Spreenhagen;52.3328;13.9013;52.3996;14.0051;52.2881;13.7304
16278;Wolletz;53.0426;13.9843;53.1597;14.2057;52.933;13.7874
26434;Wangerland;53.67;7.93009;53.7186;8.09031;53.5789;7.80918
18239;Steinhagen;54.0088;11.8992;54.0694;12.022;53.9312;11.7803
18375;Wieck a Darß;54.4216;12.5189;54.484;12.6437;54.3727;12.4354
17509;Wusterhusen;54.0821;13.5857;54.1724;13.792;54.0137;13.4579
18347;Ostseebad Wustrow;54.274;12.3375;54.4;12.4512;54.2469;12.278
17154;Neukalen;53.8299;12.769;53.8719;12.8676;53.778;12.702
15326;Zeschdorf;52.4268;14.466;52.5032;14.6115;52.3711;14.314
